Cardholder Name,Card Number,Card Type,Card Expiry Date,Transaction Amount,Currency,Transaction Date and Time,Merchant Name,Merchant ID,Authorization Code,Authorization Response,Terminal ID,POS Entry Mode,Transaction Type,CVV/CVC,AVS Data,Customer Signature,Transaction Status,Fraud
Tony Smith,4908163564792,JCB 15 digit,03/32,651.68,TJS,04/03/2024 23:29,Wong LLC,867e5ffd-c91e-4072-93ee-938ea8ee32fe,ec0f4179-f83c-4e5c-a075-94a66cbf1388,Declined,57ea093b-b252-46fd-acc1-ea94e78a0e37,Chip,Purchase,630,Not Matched,Required,Pending Settlement,False
Traci Avery,213169240769048,American Express,07/27,317.99,ISK,03/16/2024 07:36,"Zamora, Livingston and Diaz",e7f2fe6a-2225-4759-8cf6-e1805a9e81d3,b8ecb5bc-2ecf-4df4-a9c7-1070d38578f3,Declined,f05a67eb-3d02-4f08-aafd-8b45177331db,Chip,Purchase,586,Matched,Not Required,Pending Settlement,False
Nina Clark MD,3517089576899986,VISA 13 digit,07/29,762.82,SAR,03/08/2024 14:59,Floyd-Munoz,72595c3f-40e4-45ee-9431-d9c543f90f6e,c57a08c8-3d53-41e0-84fd-10207db0dd3d,Declined,9c44cf84-61b8-4b44-9495-7f26d331460c,Chip,Purchase,272,Matched,Not Required,Pending Settlement,True
Jeffrey Castro,213178900882082,VISA 16 digit,03/29,471.34,FJD,03/09/2024 15:43,Flores-Becker,6a9d851a-3fe4-415b-a1dc-824ecff18f04,c4595a42-473c-4eca-8e81-774e5f82db22,Declined,e9ad9736-64b1-4210-813f-0079447230f2,Chip,Purchase,189,Matched,Not Required,Pending Settlement,True
Julie Davis,4572856851463699376,Discover,09/24,947.25,BYR,03/23/2024 09:07,Simmons-Perez,0561dbd5-5e5a-42c9-a4c0-40fd282b10e0,a076b8ab-ea01-4cd6-ac5f-e77949b9063c,Approved,f1d1b680-3a1e-4644-8f6b-6de6bcbaca22,Chip,Purchase,779,Not Matched,Not Required,Pending Settlement,True
Samantha Huang,676284327621,VISA 16 digit,01/32,74.21,KWD,03/21/2024 03:35,Jones LLC,295b9350-3232-46ed-953a-24529df100f4,6cced373-4d8d-49ef-9bd4-642d15679ef5,Declined,e0c79427-c62b-44f9-aab0-695c05632cfe,Swipe,Refund,635,Matched,Required,Pending Settlement,True
Valerie Harris,4238024221973924,JCB 16 digit,09/30,326.13,TWD,03/16/2024 07:07,Williams Inc,0528b626-698f-400a-8756-7f5c7f10dd03,b950b038-a403-4e46-926c-887c52fbf950,Declined,6d25427e-1cab-4b5b-8537-c822a1606be8,Swipe,Purchase,660,Not Matched,Required,Pending Settlement,False
Ashley Joseph,213184957187268,JCB 15 digit,02/30,180.21,LYD,03/26/2024 05:30,Newton-Mccullough,e3f07c8e-a573-460c-942b-5cce0f899ee9,1b5a9a28-e8ee-488f-b9f9-fff1bef169ca,Declined,c9b9cd4d-0b8d-40e0-a1b1-e326764032d9,Swipe,Purchase,974,Matched,Not Required,Settled,False
Melissa Stewart,3528284117129228,VISA 13 digit,06/25,29.7,BOB,03/14/2024 15:10,"Taylor, Garcia and Tate",cf207783-fc1a-4a23-9084-d6d79139d325,7d1f25ec-fd86-403d-9774-a9c0307937dd,Approved,960459d4-5830-48e9-bdfa-5b34bf07e473,Chip,Refund,373,Matched,Not Required,Settled,True
Sheri Lynch,4105762072608103,Discover,02/27,457.89,PGK,03/29/2024 06:03,Fowler LLC,f86818ce-d008-421a-b24a-1ab2cac36e99,1fc93a30-983f-45a1-8f2d-97010d26e92c,Declined,3a2bb2ca-84cf-4bbb-8466-b4563d9af1bb,Swipe,Purchase,445,Matched,Required,Settled,True
Lori Hernandez,375563923491363,JCB 16 digit,03/25,208.89,NPR,03/20/2024 14:44,Dixon and Sons,ddfdf51d-20c7-452f-b0c6-35e0c87b59d1,8e27c929-b52b-4f0b-9fc8-b010adc32148,Declined,e6331782-eba9-4abd-ace0-7771fa4572e4,Swipe,Purchase,746,Matched,Required,Settled,True
Jennifer Gonzalez,502008633575,VISA 19 digit,07/32,646.57,SDG,03/06/2024 03:57,Bailey-Rhodes,7bc79a08-7d65-4931-af16-8c223a7c3f7f,2e6a35de-1b66-45e4-bd02-e50a08243439,Declined,04341c31-3510-4ad6-95ff-16a1b6c1866d,Chip,Purchase,565,Matched,Required,Settled,True
Timothy Mclaughlin,4122212678781,VISA 16 digit,07/29,235.71,XDR,03/19/2024 03:49,"Jensen, Butler and Miller",543a95a5-2430-4166-af9d-fe316f0cec29,25118944-771d-458f-a2bc-d7694e6ab165,Declined,00d2ddd1-7985-4474-be9f-10df8a562af5,Chip,Refund,023,Matched,Not Required,Settled,False
Erica Mcbride,4264745360308483,VISA 16 digit,10/24,634.08,SCR,03/09/2024 06:04,Gardner Inc,74d7748c-3dc2-4b95-9b57-49a53d197b70,4c0b3094-8753-436e-9806-9089df3bc1c6,Declined,a2b8c53c-4435-461f-afde-44c29ac3e758,Chip,Purchase,279,Not Matched,Required,Pending Settlement,False
Micheal Harper,3511093355193518,JCB 15 digit,03/31,546.48,CDF,03/15/2024 09:42,Woods LLC,3bc4a18b-f219-4652-ab13-1331038a1c92,899c9a9f-ccef-44c8-8733-c0c711504df4,Approved,5718ccd1-dd85-4e9d-bcd4-6b315734d92d,Swipe,Purchase,3559,Matched,Required,Settled,False
Kimberly Dixon,180067210076387,VISA 13 digit,03/34,343.75,PAB,03/29/2024 09:54,White Ltd,2ad3935c-bdf3-4605-b70c-139079a46b85,4112bc28-3da0-4af0-a332-7e210aeaed21,Approved,dd13095a-6db7-4dc5-a483-74cc36b95e1c,Chip,Purchase,539,Not Matched,Not Required,Settled,False
Ryan Johnson,571184413920,Maestro,03/25,405.55,AUD,03/09/2024 10:04,Sanchez-Bennett,8ee4d86f-1290-4e70-8446-d0efd5b89a77,154eaebe-1282-4814-83e2-2137120f97c5,Approved,de27f7e7-0b10-46bb-8074-cca30e91520b,Swipe,Refund,902,Matched,Required,Settled,False
Kaylee Baldwin,180090072128039,VISA 16 digit,05/33,612.38,AOA,03/17/2024 05:30,Cain-Murphy,e17518c4-0487-4d0a-8804-5c750314878d,23fd8efb-5666-45c0-8078-c5df5b1ae131,Declined,ef718619-bc55-4af6-a657-a9393699cfc5,Chip,Refund,1759,Matched,Not Required,Settled,True
Keith Mahoney,4399955753287933,JCB 16 digit,09/33,895.87,AED,03/14/2024 17:48,Kidd-Tate,1f0ea7f9-4811-4a86-9c2a-8e95bef63402,57d302da-9314-4e15-ac6b-6bb80c7e7439,Approved,5b901372-f4f2-43eb-9ade-fabfe9afe4ce,Swipe,Purchase,174,Matched,Required,Settled,False
Jimmy Martinez,4804107633860,VISA 13 digit,02/25,11.55,MGA,03/14/2024 11:23,Logan Inc,f316c7fd-5c63-4e7a-8cfb-f179669ad44d,c9d34e80-aa78-433e-a29f-6edaafb45dcb,Declined,008a9b0a-dc4b-46b3-b15d-92458f74862e,Chip,Refund,423,Matched,Not Required,Pending Settlement,False
Jason Alexander,213146301689257,VISA 16 digit,12/32,667.07,STD,03/22/2024 04:21,Lloyd-Wall,409e99c6-34ef-4ce1-ab30-7deb72921c7a,679cba11-dbf5-4ccd-af0d-d8618ec134c0,Declined,acb0b98b-080f-4933-a4cf-60b08786c5dd,Swipe,Purchase,567,Not Matched,Not Required,Settled,False
Francisco Santiago,4691872597739844,VISA 16 digit,03/32,117.01,TTD,03/31/2024 16:23,Young PLC,d2e09908-cde4-4f42-bca5-6f80016e93e6,cf6b17c4-7456-4115-8638-ad109cd0796e,Approved,5b6022f3-af9a-48ea-9324-4973a01b5ada,Swipe,Purchase,076,Not Matched,Required,Settled,False
Margaret Mason,4223884508205,American Express,12/24,849.13,GMD,03/28/2024 21:31,"Clarke, Carter and Shaw",6e4f2b2e-c73b-47ef-8398-d9e643e2f43f,3ea282a8-93c0-42e1-81ed-e5fab99ab116,Approved,1f487798-9133-48e7-a5d4-6f321d2ed64e,Swipe,Purchase,297,Not Matched,Not Required,Pending Settlement,True
James Davis,4815359886719287084,VISA 13 digit,11/32,621.88,GNF,03/11/2024 12:35,Colon-Morales,13467aef-931e-4244-885f-1de1ef56b040,4d344e79-eb4d-4951-8def-4c7cd272fbbc,Approved,de002735-b3ed-4c76-9dfa-bed9d86bc701,Chip,Purchase,210,Not Matched,Required,Settled,True
Samuel Carlson,3550481709219646,VISA 19 digit,07/29,900.83,DZD,03/12/2024 08:48,"Lee, Roach and Rice",6e9dcda3-da1d-4bc5-9ce5-e9cfe5e25518,8d9a6092-5279-4568-a400-70f2012c98a6,Approved,1a2fd416-62df-487d-b653-94296de0d07c,Chip,Purchase,5125,Not Matched,Required,Settled,False
Susan Cole,4010568523808847255,VISA 16 digit,07/31,73.44,TOP,03/10/2024 16:48,Floyd Inc,0827cc5a-dc73-4f41-9de1-79d5d39e94d3,18a32e10-a239-4320-8766-15e6de79f807,Approved,255d4036-581b-42e7-8da9-36dac32024d9,Chip,Refund,853,Not Matched,Not Required,Pending Settlement,True
Michael Bowen,4211723412812,Maestro,10/27,150.42,HKD,03/27/2024 17:24,Carlson-Berry,44c93bd5-8d73-438c-80ea-5ef159920e2c,d48f4526-c9f6-4365-be19-51f627269adc,Declined,8c2f4b3d-5052-4e48-b67f-f379cdcaffe2,Chip,Purchase,051,Matched,Required,Settled,False
Emily Chavez,4210305124720724,American Express,08/30,214.05,PKR,03/24/2024 04:47,Butler Ltd,05a17141-ffb7-4c08-94e4-232fa52b3983,055b510e-9c52-4ebe-bcd5-b28cb88669de,Declined,09e85d47-befc-4a8d-8217-048654f83bc0,Swipe,Refund,330,Matched,Required,Pending Settlement,False
Larry Johnson,4346431547516981,VISA 19 digit,09/33,988.38,HNL,03/26/2024 22:05,Richardson-Singleton,ad82435e-9986-4c60-acb7-96cbb05f7b9c,224fc16a-c22b-4f3f-ae2b-84c84fe5a5b4,Approved,5f0c7e54-cb70-4ae6-b600-ebbe49a72d39,Swipe,Purchase,954,Matched,Not Required,Settled,True
Barbara Flores,4204252417047832915,JCB 16 digit,04/25,602.05,PGK,03/23/2024 20:48,Kirk-Estrada,4715436c-9773-4d01-9028-e6d6e34750b2,40695f8b-c18d-4f70-afa3-26770e42d47c,Declined,f0a7c58f-a03f-4fc1-b558-83256f17980d,Swipe,Refund,9156,Not Matched,Required,Settled,True
Patrick Phillips,3566373165602393,VISA 16 digit,01/30,949.53,DOP,03/26/2024 02:48,"Novak, Brown and Blair",bc159d46-ed5b-4c64-b3fb-ecc013dc7044,8ec44550-68ae-4525-8c23-675afa7b1bdf,Declined,9daf092a-cfb2-44e6-aac9-c9653d8b9608,Swipe,Refund,773,Not Matched,Not Required,Settled,True
Angela Robinson,581830091335,VISA 19 digit,02/25,199.58,CLP,03/29/2024 11:11,Lane and Sons,3e8a09b7-dc17-41c3-a309-fbfb12af1635,3102a7f6-9a81-4453-ab9b-6d244dea8aad,Approved,02b521e3-cc8f-4a12-be5a-ba591961043d,Chip,Purchase,602,Not Matched,Not Required,Settled,False
Dr. Diana Cunningham,3502540079369973,American Express,01/34,74.08,SRD,03/07/2024 02:57,Richard Ltd,780079fc-edb8-42ff-81bd-44bfa036c644,120b8e9d-735f-449a-98be-fa6890a0597b,Declined,8304f215-a67e-4a16-bc18-e85c9f3b1ec7,Swipe,Purchase,601,Matched,Not Required,Pending Settlement,False
Laurie Chavez,342022613445445,VISA 13 digit,11/29,99.83,CRC,03/09/2024 05:41,Hill-Kim,319f4138-364f-47f1-b4d7-3b911ebd48da,4285e618-47b8-453e-b174-415c270b3f35,Approved,e5f981f8-2052-471d-8ade-55bb6493ed44,Swipe,Purchase,091,Not Matched,Not Required,Pending Settlement,True
Jason Allen,2667288646509258,VISA 13 digit,04/32,531.78,STD,03/18/2024 11:19,Levy LLC,eab88ddb-c8be-4bfa-9048-8e10486e6348,2c87cc43-1bfc-4e06-a9fe-3b11a4c15708,Declined,580d86af-f23c-430a-9ec5-76cbcbdf6e11,Chip,Purchase,927,Matched,Not Required,Settled,True
Kathryn Glenn,4150176981807264,American Express,03/30,252.51,MAD,03/20/2024 03:51,Mendoza Inc,e3d09fb0-e507-4c28-acc8-1d44ca5baa2f,f8d3b6e2-d1f6-4af0-876c-fed88a6e2a9b,Declined,c525f091-ce82-477e-89e2-5b145410637c,Swipe,Refund,142,Not Matched,Required,Pending Settlement,False
Steven Phillips,3544508593870602,JCB 15 digit,09/27,423.5,AWG,04/01/2024 19:40,Stevenson PLC,c9d28cad-e819-462f-8695-4874096c1870,6b1ab3ff-1894-4a47-ba44-b4de53b43045,Declined,0826d68c-13fc-4de7-83f1-5fb525412ae0,Swipe,Purchase,790,Not Matched,Required,Pending Settlement,True
Andrew Webb,4836630361288,Discover,01/32,96.9,PKR,03/13/2024 23:16,"Cervantes, Nelson and Freeman",f347442f-611f-4334-b6f0-577a9d959f61,eb8c8ddd-b838-481d-a827-0d6569ad23f2,Approved,74dbcc24-a227-4b29-8126-390450a4e480,Chip,Purchase,6820,Matched,Not Required,Settled,False
Mark Hawkins,676271636042,Maestro,01/26,83.08,DJF,03/08/2024 19:39,"Campbell, Alvarez and Diaz",b461cf78-8208-4131-8836-5f335aba6231,3afd990f-f141-47a4-b913-f992a4b3aaa8,Approved,afd0d619-eaff-4c08-bf8c-1eb70b6f1e9c,Swipe,Purchase,042,Matched,Required,Pending Settlement,True
Andrew Hickman,4482250755122876,Mastercard,05/32,401.0,GEL,03/29/2024 19:44,"Lopez, Garrett and Washington",19883669-6e28-4966-9858-a1b26a2f1778,946d3c3c-36ea-43a3-b253-93ab02ac6f8c,Declined,e2875dd7-1015-4d18-bb96-76b976fcd8e8,Chip,Purchase,860,Matched,Required,Settled,True
Caitlin Anderson,4129001078046683,American Express,05/27,113.13,ETB,03/13/2024 09:22,"Mills, Rodgers and Butler",61485bb4-2712-4ee5-8150-47da8cc96e0b,913892d9-4417-43b1-a723-6bebfd50ef1d,Declined,60c10882-2dbf-432f-ace2-62090a7811a8,Chip,Refund,981,Not Matched,Not Required,Settled,False
Aaron Taylor,30354207423380,VISA 16 digit,10/33,159.49,PLN,03/11/2024 02:47,Freeman Ltd,8b98188f-6642-441d-9e5c-fd3379540785,b198b04c-a2b4-4e47-aa7a-fe1aa63837dd,Approved,22a01b7d-d7da-439e-8d49-34f0a4da2163,Chip,Refund,9094,Matched,Not Required,Settled,False
Christina Roberts,3522040061985056,JCB 15 digit,02/34,192.39,TND,03/26/2024 19:15,"Bridges, Hart and Stone",9eaae65a-a9db-43d0-b891-3befb5a85214,be54f1f2-cf41-4ee3-890f-4401f38d7342,Declined,fad6b86e-4fa9-490c-a4cc-e0b78c0b7109,Chip,Refund,752,Not Matched,Required,Settled,True
Jane Rose,3538458143150410,JCB 16 digit,04/27,801.31,TRY,03/13/2024 20:26,"Cortez, Young and Osborne",60da1064-83a6-4db6-9211-ca4252c5aec2,51f1720a-a982-4364-8568-155a796967e8,Declined,e15b26ea-5819-411a-9df3-92d103515090,Swipe,Purchase,325,Matched,Required,Settled,True
Lisa Miller,6011058953546969,Discover,04/29,137.26,BWP,03/22/2024 21:14,Frost-Santos,c3bd5713-7958-4fe4-bc25-8aa3e3279872,560b0ed4-4d07-48d9-ba3e-cb1d133bd3ad,Approved,ea88eada-9c08-4b92-8641-7f28c2545413,Swipe,Refund,446,Matched,Not Required,Pending Settlement,True
Alexandra Koch,2226435869085698,JCB 15 digit,11/25,579.06,XOF,03/28/2024 14:46,Obrien-Kelly,879a2a6b-1b7f-44a0-8ad1-7f4315719154,1d2921c8-1c36-4e26-b57a-af88bc9d2774,Approved,8dad9b7b-8cb5-4018-999d-edf58e7f4e7d,Swipe,Purchase,457,Matched,Not Required,Settled,True
Robert Guzman,4572086287828270,VISA 13 digit,02/30,605.02,NIS,03/21/2024 19:33,"Diaz, Wagner and Lewis",6fd11e38-98f2-4296-98d5-366418445678,e05db8ad-68bc-4da5-876f-89ca50d43fc3,Approved,2af77a15-f359-4a8b-9949-56353fe76b6f,Chip,Purchase,604,Not Matched,Required,Pending Settlement,True
Timothy Solomon MD,4566373804811452,VISA 19 digit,11/24,39.93,HNL,03/27/2024 15:35,"Wolfe, Gordon and Lopez",5f26e3d1-d8a2-482a-ac9b-00e0c2171907,c11703a1-23d5-46b9-9431-f76a3a9c47c1,Declined,645986bf-7e8e-48f3-a9ee-15bcc003625e,Chip,Refund,968,Not Matched,Required,Settled,False
David Mcdonald,4092311447287063,Diners Club / Carte Blanche,08/32,280.48,TRY,03/20/2024 00:58,"Greer, Mccarty and Kennedy",ff37f1f7-c256-472a-8e75-e1d90ea0cdb0,0bd7994b-97cc-43df-b3de-52c8aecd8366,Declined,59a84ef8-4703-4420-82bb-a85fee33d1df,Chip,Refund,691,Matched,Required,Pending Settlement,True
Andrew Fisher,180048158866583,Maestro,06/28,789.96,UYU,03/30/2024 17:07,Miller Group,7ab04f06-9f57-4902-ac7f-e1b966de5c7f,46d3aa86-5e79-472e-b071-6c7fbe2e7eab,Declined,0a41b79b-547c-4385-b3b9-d8938e0849f1,Swipe,Purchase,5095,Matched,Not Required,Settled,True
Travis Oliver,501823800948,VISA 13 digit,03/25,545.26,KZT,03/18/2024 22:30,Hill Inc,4409c292-5d15-423e-b655-573c34a138ff,f869d3d5-ad6f-40a9-b066-2c9841d7ac11,Declined,2c24dd85-9fa6-403d-8963-c9b9ad246ddc,Chip,Purchase,951,Not Matched,Not Required,Pending Settlement,True
Lisa Campbell,4333198390537,Mastercard,02/30,296.69,GYD,03/19/2024 22:48,"Wilcox, Duncan and Stevens",c4b8d90a-eb85-4c03-a573-1093c78a144a,9475639e-7a40-48d3-9bd3-28002079d4a1,Approved,8cf06671-bf74-4130-964d-922768f328ba,Swipe,Refund,217,Not Matched,Not Required,Settled,True
Brandy Harrison,6011093631800561,JCB 16 digit,08/31,77.95,KES,03/18/2024 17:57,"Morrow, Christian and Miller",0d1b6a9b-b976-4501-bbee-4d3011dcfb1b,065e5c88-5abd-4a8a-8548-4215c39b7032,Approved,3f5e0a03-204b-4178-af43-e3b5433e3eda,Chip,Purchase,870,Matched,Not Required,Settled,True
John Anderson,4430429046593904,Maestro,09/33,481.59,SZL,03/23/2024 02:02,"Frost, Galvan and Patel",ab8b3704-afbd-48e3-9c22-b433bba8358e,dcb90352-5a0b-4968-8cd6-07443bf36506,Approved,6e94af64-38fd-4743-9715-e11f905bda96,Swipe,Purchase,343,Not Matched,Not Required,Pending Settlement,False
Crystal Marshall,4502625061735741,VISA 16 digit,01/31,468.95,BRL,04/04/2024 02:53,Wells-Huffman,47b719ce-b40e-4d1f-9de8-3a60dbc11d79,b7796e06-8eb5-4c71-a270-68ac71ee4635,Declined,ab0de77e-9ac3-4c4d-8993-1ffd687a2fc1,Chip,Refund,566,Matched,Required,Settled,True
Tanner Reeves,2720276926984908,JCB 15 digit,01/33,791.09,SCR,04/01/2024 10:10,"Mckinney, Leach and Hill",d3983811-73e6-4169-8235-e01fb28b850b,3b460095-d55e-4ebd-9c91-886147866518,Approved,88b37131-1db1-4b3d-84fa-1ad51384dba2,Chip,Refund,193,Not Matched,Not Required,Settled,False
Jacqueline Alvarado,3584185475577968,JCB 15 digit,09/31,544.12,BYR,03/25/2024 04:33,White-Ochoa,bbfa0340-a03f-4a31-8c76-6b7ebb15ded3,438212c2-4abc-4ef3-bc48-1b137ffb5e59,Approved,b1e603d3-dd2e-4166-b1ac-6187e12e7e87,Chip,Purchase,003,Matched,Not Required,Pending Settlement,False
Mr. Willie Gomez,4068239385696,JCB 16 digit,04/32,864.74,AMD,03/26/2024 14:28,"Torres, Watts and Garcia",12784301-54c3-4f47-9830-31ef43fa4348,a93858c3-bc9c-4853-a829-c4dbcc8ec19d,Declined,2f02deb7-8d5f-4c24-9a42-ec0b0a23fe4c,Chip,Refund,827,Matched,Required,Pending Settlement,False
Leonard Swanson,4687104434488880,JCB 16 digit,02/28,820.29,JMD,03/06/2024 06:56,Smith Ltd,7d5cfce3-757a-4331-a093-034ff1261f1c,519c5fda-467a-4b54-a914-567c98ad8cb2,Approved,d74969d8-c4d4-4b25-924c-7b1f8d2a4f8d,Swipe,Purchase,124,Not Matched,Not Required,Pending Settlement,False
Nicolas Dalton,4758957706545843702,American Express,10/25,248.15,HKD,03/28/2024 06:04,Taylor Inc,5e48edcc-ef4a-4cab-8127-f881cf76cf6c,89fa768d-91aa-4066-8bc5-9d3474dd13dc,Approved,3ffa9aa9-75ea-41ca-823f-444ffcd64eb5,Chip,Refund,708,Not Matched,Required,Pending Settlement,True
Robert Lucas,6011882525022906,Discover,05/24,830.67,HNL,03/16/2024 23:43,Moody Group,262c40ce-1c91-4b21-b4c0-277556b767be,aedd7e0a-6080-4d3f-986d-5a9a39f14f94,Approved,6ae02155-d9f8-44da-87e7-ecf84d96a182,Chip,Purchase,216,Matched,Required,Pending Settlement,True
Katherine Kelly,4493114465793094,VISA 16 digit,04/28,441.02,DOP,03/30/2024 12:08,Lin Group,0436caf2-d38b-4008-ad9d-5c7154c9b44b,82431586-53e1-4b4b-b149-3cface102160,Approved,65c9bea3-e407-438d-b84d-4a93defc501f,Chip,Purchase,823,Matched,Required,Settled,True
Eric Clayton,213188756086035,Discover,05/31,559.45,CLP,03/19/2024 11:11,"Calderon, Mcdaniel and Kane",f3a99136-18cd-4b9e-809a-9b7f8e9b10a8,372ff691-7e26-422a-9d9f-4a45a4527369,Approved,f3e6f5a5-0626-41f3-b13c-b45f8586bdac,Swipe,Purchase,992,Not Matched,Required,Pending Settlement,False
Denise Bennett,30250385543629,American Express,02/31,979.7,SAR,03/11/2024 00:56,Murray-Young,03cb8c8d-4781-4175-8f98-122795e597be,6684458a-f611-469f-ae57-f2b9ebcf682d,Approved,2394070d-c983-4ea7-a559-a14caa0e9d90,Chip,Purchase,241,Matched,Required,Pending Settlement,False
Samantha Benton,30523092183594,JCB 16 digit,01/32,488.4,JPY,03/15/2024 17:49,Hill-Hall,4c930003-657a-4ca2-9e72-68cfcba44b1b,14bb8fe7-0618-4d12-a1eb-cb71282edb94,Declined,1e5fe1ae-de74-4f4f-a540-696481684169,Swipe,Purchase,006,Matched,Required,Settled,True
Douglas Morris,4624499942784838,Maestro,10/30,65.71,BDT,03/28/2024 08:20,Williams and Sons,059f734a-fc84-40aa-864d-074947e0f253,3cf6f002-84f3-4e4d-b932-625852d501bb,Approved,21d4513f-3da8-4310-ac7e-16d4d5a2985e,Chip,Refund,708,Matched,Not Required,Pending Settlement,False
Michael Collins,4342614423646717,JCB 16 digit,03/29,846.79,DJF,04/03/2024 17:57,Garcia-Wright,674c0481-483c-429c-92d9-13e68d71fa25,899429ec-d258-4232-a46e-169d63d5f278,Approved,076e1c4d-2e49-42c6-9d34-16e26df58046,Swipe,Refund,833,Not Matched,Not Required,Settled,True
Cheryl Sloan,2576463513007153,Diners Club / Carte Blanche,05/28,680.95,IDR,03/29/2024 23:04,Walker PLC,a34eb512-7a3e-4d06-8320-5772e8990276,2ce91186-5179-42c9-9fe5-0255a3c17bc0,Approved,0d132cdc-9657-4957-a9dc-321db4ff5590,Swipe,Refund,539,Matched,Not Required,Pending Settlement,True
Amanda Villa,3503377083684140,American Express,05/29,107.17,CNY,03/23/2024 06:41,Adams Inc,ebbf68f1-66db-44b6-8afd-4a03b2b38eaa,27a0a047-64da-4a87-8196-5223bb35d8f3,Approved,be272524-91f6-418d-8a9a-da1e6bf5ba39,Chip,Refund,502,Matched,Required,Pending Settlement,True
Mark Salazar,180047552584800,American Express,07/33,28.77,AOA,03/28/2024 01:46,Clark-Wheeler,9e9ed50c-fb62-4fbb-8134-b617ad864a77,a90476b4-c33c-40b4-9b64-a95e58e28375,Approved,a43cc9dc-4b23-40ee-a568-e134888d75ab,Swipe,Purchase,728,Not Matched,Not Required,Pending Settlement,False
Abigail Lyons,4007778813070733,Discover,12/33,106.22,BWP,03/08/2024 04:48,Cole Ltd,8241fa78-f5e2-48cc-b549-ac638ee92fc2,1c2fcaf4-f472-40b5-9b8a-134cc6df72a7,Approved,8a01d5e8-cb57-40bf-8f50-fee4e4115ab3,Swipe,Purchase,733,Not Matched,Not Required,Settled,False
Ryan Vasquez,6544238236451601,VISA 16 digit,07/28,353.6,EUR,03/14/2024 08:50,Wood PLC,c3ddfa66-fd27-4fcd-9563-752b85a63d9b,2f02279b-1e58-4f4c-89b3-b78565dc499d,Approved,9656cb77-28b0-4cca-8d7f-e89a7cedc797,Swipe,Refund,086,Matched,Required,Pending Settlement,False
David Fernandez,4689657502694398,VISA 19 digit,01/28,46.47,KHR,03/06/2024 09:12,Miller Ltd,b6cc71b8-3a72-491f-8d18-1f3819ef6014,bea6621b-353a-4b5d-8549-6ce858c6e88b,Approved,3d63db25-b2b1-4d18-8e62-e63ccf341e4e,Swipe,Purchase,401,Matched,Required,Pending Settlement,False
Shannon Baker,2720544036795005,American Express,10/33,433.93,KRW,03/15/2024 13:49,"Lopez, Montes and Carter",10255924-c3eb-4a46-99d5-3837403e1b39,697afe62-ab74-4ee5-94fd-94a6612b5e4d,Approved,e0e801ea-0710-4fdf-9f2a-de9df1f397d5,Swipe,Purchase,331,Matched,Not Required,Settled,True
Eric Washington,3567417776908431,Discover,01/25,19.71,AFN,03/08/2024 01:12,"Weber, Johnson and Wheeler",1ef1ce86-3dd6-4d32-9fc5-62dc1794dc9e,554902dd-e036-498c-9038-f11f88283c60,Declined,5010ac61-644c-47d9-ae8e-975acd3fd2e9,Chip,Purchase,316,Not Matched,Required,Pending Settlement,False
Steven Rodriguez,2706210978473666,Mastercard,05/26,31.57,IQD,03/24/2024 16:08,Lynch-Myers,546d7dde-b6d3-45b1-93fe-d6fc34e4f3f8,97fba55e-641d-495c-80a4-cbce8ba152ab,Approved,0493d5a1-8dac-4fbe-9ebc-8120c6c536b3,Swipe,Refund,411,Not Matched,Not Required,Pending Settlement,False
Joshua Diaz,4907991029316789,VISA 16 digit,11/32,978.05,LRD,03/26/2024 23:22,Shields-Anderson,07ea47e1-d97c-4463-a0b3-87c127af66f7,5e9b154b-23c2-4785-82c3-34cce855dde9,Approved,fc45043f-4a36-4d5a-a95c-c2e7f1a48bce,Chip,Purchase,278,Not Matched,Not Required,Pending Settlement,True
Stephen Hunter,4941451362742857740,JCB 16 digit,08/31,266.93,KPW,03/19/2024 19:41,Hall Inc,1f2e5290-3718-4e22-8255-5b4ca81c5aef,c08dc45b-d065-43b6-b68d-c40e9cbf9534,Declined,db02f9ca-09e8-4be3-946b-621dd25b1aaa,Chip,Refund,525,Not Matched,Not Required,Settled,False
Jason Bentley,4050026272470077,Discover,12/26,737.52,MWK,03/12/2024 20:42,Mendoza-Joseph,8a23be42-d1bd-4f13-8151-ba8ed3d8c873,cc4fc285-8037-49de-a09e-ab6a2219a8d3,Approved,c8786cf2-263a-4e8f-bfbf-9397dc5e349f,Chip,Refund,319,Not Matched,Not Required,Settled,True
Shawn Robinson,6552618244631873,VISA 16 digit,02/25,470.3,LBP,03/05/2024 19:44,Campbell-Moore,730f594a-c3f7-455e-9eea-8ee97f961ddd,b07b10e6-416e-4c7a-95d0-5a044f36a002,Declined,24f10440-8b81-4fa9-91ec-dd6cb8c89fe2,Chip,Refund,028,Matched,Required,Settled,False
Greg Brown,4707759733088,Diners Club / Carte Blanche,06/24,552.18,KHR,03/12/2024 17:26,Glover-Warner,7b368fee-127d-42c8-9e57-3bade9143b7b,ca1b2948-1b39-4fde-badc-3e97721affb0,Declined,9d855729-33b2-4db6-84cf-7a17b6e4acc3,Swipe,Refund,670,Matched,Not Required,Settled,True
